Case Created On,Status,Agent,Title,Origin,Is Escalated,Subject,CSAT Label,Resolution Minutes,Severity,Is SLA Violation,CSAT,SLA Compliance Goal,Resolution Minutes Goal,CSAT Goal,Escalations Goal,Minutes to First Contact,Activities,Topic,CaseSeq,SystemUserSeq,AccountSeq,ProductSeq
1/14/2021,Closed,David So,Right-sized context-sensitive software,Phone,FALSE,Account Reset,5-Very Satisfied,76,Normal,FALSE,5,90%,120,3.75,20%,5,1,Laser Printers | Account Reset,8413,9,1115,3
1/13/2021,Closed,David So,Automated contextually-based hardware,Phone,FALSE,Shipping Question,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,5,1,Stand-up Desks | Shipping Question,8474,9,1261,10
1/8/2021,Closed,Sanjay Shah,Re-engineered tertiary task-force,Phone,FALSE,Payment Inquiry,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,10,1,Stand-up Desks | Payment Inquiry,8784,8,1116,10
12/29/2020,Closed,Alicia Thomber,Innovative full-range infrastructure,Phone,FALSE,Payment Inquiry,5-Very Satisfied,66,Normal,FALSE,5,90%,120,3.75,20%,8,1,All-in-One | Payment Inquiry,9349,11,1056,8
12/11/2020,Closed,Greg Winston,Inverse 6th generation superstructure,Phone,FALSE,Payment Inquiry,5-Very Satisfied,61,Normal,FALSE,5,90%,120,3.75,20%,11,1,All-in-One | Payment Inquiry,10372,13,1012,8
12/9/2020,Closed,Alicia Thomber,Profound executive process improvement,Phone,FALSE,Account Reset,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,8,1,Laser Printers | Account Reset,10467,11,1158,3
12/9/2020,Closed,Jeff Hay,Configurable non-volatile implementation,Phone,FALSE,Account Reset,5-Very Satisfied,70,Normal,FALSE,5,90%,120,3.75,20%,5,1,All-in-One | Account Reset,10483,3,1212,8
12/9/2020,Closed,Alicia Thomber,Pre-emptive bifurcated orchestration,Phone,FALSE,Account Reset,5-Very Satisfied,112,Normal,TRUE,5,90%,120,3.75,20%,8,1,Stand-up Desks | Account Reset,10494,11,1158,10
12/8/2020,Closed,Alan Steiner,Re-contextualized 24/7 conglomeration,Phone,FALSE,Account Reset,5-Very Satisfied,107,Normal,TRUE,5,90%,120,3.75,20%,7,1,Stand-up Desks | Account Reset,10536,10,1236,10
12/8/2020,Closed,Alicia Thomber,Customizable multimedia knowledge base,Phone,FALSE,Account Reset,5-Very Satisfied,76,Normal,FALSE,5,90%,120,3.75,20%,8,1,Laser Printers | Account Reset,10584,11,1089,3
5/25/2021,Closed,Jeff Hay,De-engineered real-time secured line,Chat,FALSE,Account Reset,5-Very Satisfied,106,Normal,TRUE,5,90%,120,3.75,20%,4,1,Design app | Account Reset,1018,3,1018,2
5/20/2021,Closed,Alicia Thomber,Integrated asymmetric infrastructure,Chat,FALSE,Account Reset,5-Very Satisfied,106,Normal,TRUE,5,90%,120,3.75,20%,7,1,Design app | Account Reset,1239,11,1013,2
5/13/2021,Closed,David So,Monitored needs-based task-force,Chat,FALSE,Payment Inquiry,5-Very Satisfied,86,Normal,TRUE,5,90%,120,3.75,20%,4,1,Webcams | Payment Inquiry,1621,9,1134,4
5/10/2021,Closed,Renee Lo,Stand-alone discrete instruction set,Chat,FALSE,Account Reset,5-Very Satisfied,108,Normal,TRUE,5,90%,120,3.75,20%,4,1,Webcams | Account Reset,1836,6,1102,4
4/7/2021,Closed,Alicia Thomber,Phased responsive pricing structure,Chat,FALSE,Account Reset,5-Very Satisfied,95,Normal,TRUE,5,90%,120,3.75,20%,11,1,Desktops | Account Reset,3751,11,1208,6
4/6/2021,Closed,Renee Lo,Reduced encompassing projection,Chat,FALSE,Payment Inquiry,5-Very Satisfied,87,Normal,TRUE,5,90%,120,3.75,20%,4,1,Desktops | Payment Inquiry,3811,6,1254,6
4/6/2021,Closed,Alicia Thomber,Adaptive 6th generation synergy,Chat,FALSE,Payment Inquiry,5-Very Satisfied,89,Normal,TRUE,5,90%,120,3.75,20%,11,1,Desktops | Payment Inquiry,3828,11,1017,6
3/19/2021,Closed,David So,Reverse-engineered holistic software,Chat,FALSE,Account Reset,5-Very Satisfied,108,Normal,TRUE,5,90%,120,3.75,20%,4,1,Design app | Account Reset,4779,9,1086,2
3/18/2021,Closed,David So,Re-contextualized coherent framework,Chat,FALSE,Account Reset,5-Very Satisfied,108,Normal,TRUE,5,90%,120,3.75,20%,8,1,Design app | Account Reset,4868,9,1153,2
3/14/2021,Closed,Molly Clark,Self-enabling bifurcated moratorium,Chat,FALSE,Account Reset,5-Very Satisfied,113,Normal,TRUE,5,90%,120,3.75,20%,12,1,Design app | Account Reset,5115,1,1088,2
3/11/2021,Closed,Alicia Thomber,Universal bottom-line infrastructure,Chat,FALSE,Account Reset,5-Very Satisfied,112,Normal,TRUE,5,90%,120,3.75,20%,11,1,Design app | Account Reset,5273,11,1298,2
3/10/2021,Closed,Anne Weiler,Face to face well-modulated function,Chat,FALSE,Shipping Question,5-Very Satisfied,83,Normal,TRUE,5,90%,120,3.75,20%,10,1,Ergonomic Seating | Shipping Question,5344,12,1191,9
3/5/2021,Closed,Renee Lo,Inverse object-oriented productivity,Chat,FALSE,Shipping Question,5-Very Satisfied,83,Normal,TRUE,5,90%,120,3.75,20%,4,1,Ergonomic Seating | Shipping Question,5576,6,1254,9
3/2/2021,Closed,Renee Lo,Expanded human-resource installation,Chat,FALSE,Account Reset,5-Very Satisfied,108,Normal,TRUE,5,90%,120,3.75,20%,4,1,Webcams | Account Reset,5751,6,1063,4
2/24/2021,Closed,Julian Isla,Decentralized human-resource project,Chat,FALSE,Account Reset,5-Very Satisfied,108,Normal,TRUE,5,90%,120,3.75,20%,10,1,Stand-up Desks | Account Reset,6151,4,1198,10
1/26/2021,Closed,Alicia Thomber,Reduced encompassing projection,Chat,FALSE,Payment Inquiry,5-Very Satisfied,89,Normal,TRUE,5,90%,120,3.75,20%,7,1,Desktops | Payment Inquiry,7770,11,1206,6
1/16/2021,Closed,Anne Weiler,Inverse object-oriented productivity,Chat,FALSE,Shipping Question,5-Very Satisfied,83,Normal,TRUE,5,90%,120,3.75,20%,8,1,Ergonomic Seating | Shipping Question,8309,12,1180,9
1/15/2021,Closed,Sanjay Shah,Integrated context-sensitive product,Chat,FALSE,Account Reset,5-Very Satisfied,86,Normal,TRUE,5,90%,120,3.75,20%,10,1,Ergonomic Seating | Account Reset,8386,8,1192,9
1/11/2021,Closed,David So,Re-contextualized coherent framework,Chat,FALSE,Account Reset,5-Very Satisfied,108,Normal,TRUE,5,90%,120,3.75,20%,4,1,Design app | Account Reset,8678,9,1205,2
1/6/2021,Closed,Renee Lo,Synchronised reciprocal installation,Chat,FALSE,Shipping Question,5-Very Satisfied,83,Normal,TRUE,5,90%,120,3.75,20%,4,1,Ergonomic Seating | Shipping Question,8866,6,1197,9
1/6/2021,Closed,Anne Weiler,Business-focused impactful workforce,Chat,FALSE,Account Reset,5-Very Satisfied,106,Normal,TRUE,5,90%,120,3.75,20%,10,1,Design app | Account Reset,8936,12,1039,2
1/1/2021,Closed,Renee Lo,Seamless systematic customer loyalty,Chat,FALSE,Account Reset,5-Very Satisfied,108,Normal,TRUE,5,90%,120,3.75,20%,8,1,Design app | Account Reset,9186,6,1102,2
12/17/2020,Closed,David So,Universal bottom-line infrastructure,Chat,FALSE,Account Reset,5-Very Satisfied,108,Normal,TRUE,5,90%,120,3.75,20%,4,1,Design app | Account Reset,10008,9,1261,2
12/16/2020,Closed,Jeff Hay,Customer-focused regional middleware,Chat,FALSE,Account Reset,5-Very Satisfied,108,Normal,TRUE,5,90%,120,3.75,20%,4,1,Webcams | Account Reset,10115,3,1132,4
12/11/2020,Closed,Renee Lo,Optimized next generation challenge,Chat,FALSE,Account Reset,5-Very Satisfied,91,Normal,TRUE,5,90%,120,3.75,20%,4,1,Desktops | Account Reset,10365,6,1254,6
12/7/2020,Closed,Jeff Hay,Business-focused executive framework,Chat,FALSE,Account Reset,5-Very Satisfied,108,Normal,TRUE,5,90%,120,3.75,20%,4,1,Stand-up Desks | Account Reset,10637,3,1256,10
12/4/2020,Closed,Renee Lo,Function-based holistic installation,Chat,FALSE,Account Reset,5-Very Satisfied,108,Normal,TRUE,5,90%,120,3.75,20%,4,1,Design app | Account Reset,10748,6,1270,2
12/2/2020,Closed,David So,User-centric user-facing flexibility,Chat,FALSE,Shipping Question,5-Very Satisfied,83,Normal,TRUE,5,90%,120,3.75,20%,4,1,Ergonomic Seating | Shipping Question,10897,9,1195,9
12/1/2020,Closed,Molly Clark,Vision-oriented tertiary definition,Chat,FALSE,Account Reset,5-Very Satisfied,113,Normal,TRUE,5,90%,120,3.75,20%,10,1,Webcams | Account Reset,10989,1,1053,4
5/23/2021,Closed,Jeff Hay,Visionary zero tolerance methodology,Chat,FALSE,Shipping Question,5-Very Satisfied,81,Normal,FALSE,5,90%,120,3.75,20%,7,1,Ergonomic Seating | Shipping Question,1113,3,1018,9
5/20/2021,Closed,Renee Lo,Function-based disintermediate product,Chat,FALSE,Shipping Question,5-Very Satisfied,76,Normal,FALSE,5,90%,120,3.75,20%,4,1,Design app | Shipping Question,1269,6,1081,2
5/20/2021,Closed,Anne Weiler,Open-architected dedicated superstructure,Chat,FALSE,Shipping Question,5-Very Satisfied,72,Normal,FALSE,5,90%,120,3.75,20%,10,1,All-in-One | Shipping Question,1277,12,1172,8
5/19/2021,Closed,Alicia Thomber,Future-proofed fault-tolerant interface,Chat,FALSE,Shipping Question,5-Very Satisfied,66,Normal,FALSE,5,90%,120,3.75,20%,7,1,Laser Printers | Shipping Question,1289,11,1009,3
5/19/2021,Closed,David So,De-engineered bi-directional approach,Chat,FALSE,Shipping Question,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,4,1,Design app | Shipping Question,1298,9,1094,2
5/18/2021,Closed,David So,Centralized object-oriented software,Chat,FALSE,Payment Inquiry,5-Very Satisfied,66,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Payment Inquiry,1363,9,1123,1
5/14/2021,Closed,David So,Upgradable eco-centric infrastructure,Chat,FALSE,Shipping Question,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,4,1,Design app | Shipping Question,1566,9,1251,2
5/12/2021,Closed,Alicia Thomber,Ergonomic secondary budgetary management,Chat,FALSE,Account Reset,5-Very Satisfied,66,Normal,FALSE,5,90%,120,3.75,20%,7,1,All-in-One | Account Reset,1702,11,1193,8
5/10/2021,Closed,Alicia Thomber,Diverse solution-oriented knowledge base,Chat,FALSE,Account Reset,5-Very Satisfied,70,Normal,FALSE,5,90%,120,3.75,20%,7,1,Mobile app | Account Reset,1884,11,1140,1
5/7/2021,Closed,Eric Gruber,Decentralized clear-thinking productivity,Chat,FALSE,Shipping Question,5-Very Satisfied,63,Normal,FALSE,5,90%,120,3.75,20%,10,1,Laser Printers | Shipping Question,1994,2,1265,3
5/4/2021,Closed,Alicia Thomber,Triple-buffered 5th generation software,Chat,FALSE,Shipping Question,5-Very Satisfied,70,Normal,FALSE,5,90%,120,3.75,20%,7,1,Laser Printers | Shipping Question,2169,11,1027,3
5/3/2021,Closed,Jeff Hay,Seamless bottom-line customer loyalty,Chat,FALSE,Shipping Question,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,4,1,Webcams | Shipping Question,2232,3,1132,4
5/3/2021,Closed,David So,Re-contextualized explicit migration,Chat,FALSE,Payment Inquiry,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Payment Inquiry,2244,9,1112,1
4/28/2021,Closed,Jeff Hay,Fully-configurable empowering software,Chat,FALSE,Account Reset,5-Very Satisfied,74,Normal,FALSE,5,90%,120,3.75,20%,4,1,Laser Printers | Account Reset,2518,3,1113,3
4/26/2021,Closed,Alan Steiner,Networked fault-tolerant matrices,Chat,FALSE,Payment Inquiry,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,10,1,Webcams | Payment Inquiry,2703,10,1249,4
4/23/2021,Closed,Alicia Thomber,Fundamental local local area network,Chat,FALSE,Payment Inquiry,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,7,1,Mobile app | Payment Inquiry,2732,11,1193,1
4/23/2021,Closed,Molly Clark,Progressive mission-critical protocol,Chat,FALSE,Payment Inquiry,5-Very Satisfied,57,Normal,FALSE,5,90%,120,3.75,20%,10,1,Scanners | Payment Inquiry,2798,1,1139,5
4/21/2021,Closed,David So,Re-contextualized exuding infrastructure,Chat,FALSE,Account Reset,5-Very Satisfied,64,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Account Reset,2949,9,1062,1
4/16/2021,Closed,Alicia Thomber,Team-oriented bi-directional migration,Chat,FALSE,Account Reset,5-Very Satisfied,76,Normal,FALSE,5,90%,120,3.75,20%,7,1,Laser Printers | Account Reset,3165,11,1003,3
4/15/2021,Closed,David So,Exclusive zero administration website,Chat,FALSE,Shipping Question,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,8,1,Webcams | Shipping Question,3275,9,1164,4
4/13/2021,Closed,David So,Enterprise-wide encompassing application,Chat,FALSE,Account Reset,5-Very Satisfied,64,Normal,FALSE,5,90%,120,3.75,20%,4,1,All-in-One | Account Reset,3378,9,1005,8
4/13/2021,Closed,Renee Lo,Synergized bottom-line system engine,Chat,FALSE,Payment Inquiry,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Payment Inquiry,3390,6,1063,1
4/7/2021,Closed,David So,Distributed solution-oriented website,Chat,FALSE,Shipping Question,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,4,1,Design app | Shipping Question,3691,9,1164,2
4/6/2021,Closed,David So,Multi-lateral fresh-thinking flexibility,Chat,FALSE,Shipping Question,5-Very Satisfied,72,Normal,FALSE,5,90%,120,3.75,20%,4,1,Laser Printers | Shipping Question,3765,9,1134,3
4/6/2021,Closed,Alicia Thomber,Profound executive process improvement,Chat,FALSE,Account Reset,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,11,1,Laser Printers | Account Reset,3830,11,1158,3
4/1/2021,Closed,David So,Monitored fault-tolerant methodology,Chat,FALSE,Payment Inquiry,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Payment Inquiry,4059,9,1100,1
4/1/2021,Closed,Spencer Low,Fully-configurable dedicated challenge,Chat,FALSE,Payment Inquiry,5-Very Satisfied,52,Normal,FALSE,5,90%,120,3.75,20%,10,1,Scanners | Payment Inquiry,4072,7,1092,5
4/1/2021,Closed,Greg Winston,Optional systematic local area network,Chat,FALSE,Shipping Question,5-Very Satisfied,71,Normal,FALSE,5,90%,120,3.75,20%,10,1,Webcams | Shipping Question,4074,13,1010,4
4/1/2021,Closed,Greg Winston,Persistent attitude-oriented encryption,Chat,FALSE,Shipping Question,5-Very Satisfied,75,Normal,FALSE,5,90%,120,3.75,20%,10,1,Webcams | Shipping Question,4077,13,1016,4
3/22/2021,Closed,Jeff Hay,Public-key multi-tasking synergy,Chat,FALSE,Payment Inquiry,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,4,1,Design app | Payment Inquiry,4655,3,1173,2
3/17/2021,Closed,David So,Future-proofed fault-tolerant interface,Chat,FALSE,Shipping Question,5-Very Satisfied,68,Normal,FALSE,5,90%,120,3.75,20%,4,1,Laser Printers | Shipping Question,4883,9,1115,3
3/16/2021,Closed,David So,Balanced coherent local area network,Chat,FALSE,Payment Inquiry,5-Very Satisfied,60,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Payment Inquiry,4987,9,1091,1
3/12/2021,Closed,Alicia Thomber,Persevering bifurcated data-warehouse,Chat,FALSE,Shipping Question,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,7,1,Design app | Shipping Question,5173,11,1037,2
3/8/2021,Closed,Renee Lo,Ergonomic attitude-oriented paradigm,Chat,FALSE,Payment Inquiry,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,4,1,All-in-One | Payment Inquiry,5431,6,1063,8
3/2/2021,Closed,Anne Weiler,Customer-focused 3rd generation archive,Chat,FALSE,Shipping Question,5-Very Satisfied,68,Normal,FALSE,5,90%,120,3.75,20%,10,1,Laser Printers | Shipping Question,5821,12,1155,3
3/1/2021,Closed,David So,Synergistic modular local area network,Chat,FALSE,Shipping Question,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,4,1,Webcams | Shipping Question,5874,9,1251,4
2/24/2021,Closed,Alicia Thomber,Customer-focused non-volatile intranet,Chat,FALSE,Payment Inquiry,5-Very Satisfied,52,Normal,FALSE,5,90%,120,3.75,20%,7,1,Scanners | Payment Inquiry,6146,11,1003,5
2/23/2021,Closed,Jeff Hay,Streamlined optimal architecture,Chat,FALSE,Payment Inquiry,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,4,1,Design app | Payment Inquiry,6185,3,1018,2
2/22/2021,Closed,Anne Weiler,Centralized object-oriented software,Chat,FALSE,Payment Inquiry,5-Very Satisfied,64,Normal,FALSE,5,90%,120,3.75,20%,10,1,Mobile app | Payment Inquiry,6304,12,1187,1
2/19/2021,Closed,Alicia Thomber,Public-key object-oriented framework,Chat,FALSE,Payment Inquiry,5-Very Satisfied,60,Normal,FALSE,5,90%,120,3.75,20%,7,1,Mobile app | Payment Inquiry,6339,11,1009,1
2/18/2021,Closed,David So,Fundamental local local area network,Chat,FALSE,Payment Inquiry,5-Very Satisfied,60,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Payment Inquiry,6409,9,1091,1
2/17/2021,Closed,Julian Isla,Exclusive zero administration website,Chat,FALSE,Shipping Question,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,10,1,Webcams | Shipping Question,6551,4,1001,4
2/12/2021,Closed,Alicia Thomber,Fundamental explicit flexibility,Chat,FALSE,Payment Inquiry,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,7,1,Design app | Payment Inquiry,6783,11,1013,2
2/12/2021,Closed,Anne Weiler,Re-contextualized stable focus group,Chat,FALSE,Payment Inquiry,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,10,1,All-in-One | Payment Inquiry,6798,12,1188,8
2/9/2021,Closed,David So,Horizontal context-sensitive capacity,Chat,FALSE,Shipping Question,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,4,1,Stand-up Desks | Shipping Question,6961,9,1153,10
1/27/2021,Closed,Renee Lo,User-centric clear-thinking strategy,Chat,FALSE,Payment Inquiry,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Payment Inquiry,7714,6,1136,1
1/21/2021,Closed,Renee Lo,Grass-roots incremental conglomeration,Chat,FALSE,Payment Inquiry,5-Very Satisfied,52,Normal,FALSE,5,90%,120,3.75,20%,4,1,Scanners | Payment Inquiry,8013,6,1254,5
1/21/2021,Closed,David So,Business-focused executive framework,Chat,FALSE,Payment Inquiry,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,4,1,All-in-One | Payment Inquiry,8057,9,1011,8
1/21/2021,Closed,Alicia Thomber,Monitored fault-tolerant methodology,Chat,FALSE,Payment Inquiry,5-Very Satisfied,64,Normal,FALSE,5,90%,120,3.75,20%,11,1,Mobile app | Payment Inquiry,8073,11,1027,1
1/18/2021,Closed,Julian Isla,Upgradable attitude-oriented methodology,Chat,FALSE,Account Reset,5-Very Satisfied,66,Normal,FALSE,5,90%,120,3.75,20%,10,1,All-in-One | Account Reset,8292,4,1276,8
1/15/2021,Closed,Molly Clark,Profit-focused well-modulated help-desk,Chat,FALSE,Shipping Question,5-Very Satisfied,73,Normal,FALSE,5,90%,120,3.75,20%,10,1,Laser Printers | Shipping Question,8389,1,1154,3
1/15/2021,Closed,Spencer Low,Ergonomic attitude-oriented paradigm,Chat,FALSE,Payment Inquiry,5-Very Satisfied,60,Normal,FALSE,5,90%,120,3.75,20%,10,1,All-in-One | Payment Inquiry,8390,7,1082,8
1/13/2021,Closed,Alicia Thomber,Public-key solution-oriented adapter,Chat,FALSE,Payment Inquiry,5-Very Satisfied,60,Normal,FALSE,5,90%,120,3.75,20%,11,1,All-in-One | Payment Inquiry,8538,11,1057,8
1/12/2021,Closed,David So,Synchronised next generation support,Chat,FALSE,Payment Inquiry,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Payment Inquiry,8570,9,1100,1
1/11/2021,Closed,Julian Isla,Customer-focused non-volatile intranet,Chat,FALSE,Payment Inquiry,5-Very Satisfied,52,Normal,FALSE,5,90%,120,3.75,20%,10,1,Scanners | Payment Inquiry,8690,4,1216,5
1/9/2021,Closed,Molly Clark,Grass-roots 4th generation collaboration,Chat,FALSE,Shipping Question,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,8,1,All-in-One | Shipping Question,8707,1,1267,8
1/7/2021,Closed,Jeff Hay,Business-focused transitional toolset,Chat,FALSE,Shipping Question,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,4,1,Webcams | Shipping Question,8826,3,1268,4
12/25/2020,Closed,Spencer Low,Business-focused executive framework,Chat,FALSE,Payment Inquiry,5-Very Satisfied,66,Normal,FALSE,5,90%,120,3.75,20%,10,1,All-in-One | Payment Inquiry,9588,7,1007,8
12/20/2020,Closed,Eric Gruber,Stand-alone multimedia knowledge user,Chat,FALSE,Payment Inquiry,5-Very Satisfied,57,Normal,FALSE,5,90%,120,3.75,20%,8,1,Mobile app | Payment Inquiry,9894,2,1000,1
12/18/2020,Closed,Alicia Thomber,Ergonomic attitude-oriented paradigm,Chat,FALSE,Payment Inquiry,5-Very Satisfied,64,Normal,FALSE,5,90%,120,3.75,20%,7,1,All-in-One | Payment Inquiry,9921,11,1027,8
12/15/2020,Closed,David So,Intuitive systematic flexibility,Chat,FALSE,Payment Inquiry,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,4,1,Webcams | Payment Inquiry,10147,9,1091,4
12/14/2020,Closed,Alicia Thomber,Seamless bottom-line customer loyalty,Chat,FALSE,Shipping Question,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,7,1,Webcams | Shipping Question,10232,11,1193,4
12/10/2020,Closed,Renee Lo,Streamlined foreground Graphic Interface,Chat,FALSE,Account Reset,5-Very Satisfied,66,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Account Reset,10416,6,1063,1
12/9/2020,Closed,Renee Lo,Down-sized solution-oriented initiative,Chat,FALSE,Shipping Question,5-Very Satisfied,68,Normal,FALSE,5,90%,120,3.75,20%,4,1,Laser Printers | Shipping Question,10489,6,1258,3
12/8/2020,Closed,David So,Pre-emptive solution-oriented solution,Chat,FALSE,Shipping Question,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,4,1,Design app | Shipping Question,10565,9,1169,2
12/4/2020,Closed,Alicia Thomber,Optional mission-critical projection,Chat,FALSE,Payment Inquiry,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,7,1,Mobile app | Payment Inquiry,10761,11,1106,1
12/1/2020,Closed,Alicia Thomber,Right-sized context-sensitive software,Chat,FALSE,Shipping Question,5-Very Satisfied,78,Normal,FALSE,5,90%,120,3.75,20%,11,1,Webcams | Shipping Question,10993,11,1003,4
5/21/2021,Closed,Greg Winston,Exclusive bi-directional intranet,SMS,FALSE,Login Question,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,7,1,Ergonomic Seating | Login Question,1189,13,1033,9
5/17/2021,Closed,Greg Winston,Enhanced analyzing internet solution,Phone,FALSE,Login Question,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,11,1,Stand-up Desks | Login Question,1502,13,1020,10
5/10/2021,Closed,Greg Winston,Profit-focused tertiary open system,Phone,FALSE,Login Question,5-Very Satisfied,79,Normal,FALSE,5,90%,120,3.75,20%,7,1,Webcams | Login Question,1900,13,1016,4
5/4/2021,Closed,David So,Customizable fresh-thinking algorithm,SMS,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,5,1,All-in-One | Login Question,2162,9,1287,8
5/3/2021,Closed,Eric Gruber,Monitored responsive productivity,SMS,FALSE,Login Question,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,10,1,Ergonomic Seating | Login Question,2307,2,1129,9
5/1/2021,Closed,Julian Isla,Upgradable well-modulated utilisation,Phone,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,10,1,All-in-One | Login Question,2321,4,1001,8
4/30/2021,Closed,Renee Lo,Multi-layered web-enabled focus group,SMS,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,5,1,All-in-One | Login Question,2371,6,1258,8
4/23/2021,Closed,Alan Steiner,Public-key solution-oriented project,Phone,FALSE,Login Question,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,7,1,Stand-up Desks | Login Question,2755,10,1245,10
4/23/2021,Closed,Alan Steiner,Optimized responsive infrastructure,SMS,FALSE,Login Question,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,7,1,Stand-up Desks | Login Question,2773,10,1252,10
4/12/2021,Closed,Sanjay Shah,User-centric incremental structure,SMS,FALSE,Login Question,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,10,1,Stand-up Desks | Login Question,3507,8,1109,10
4/7/2021,Closed,Alan Steiner,Optional scalable pricing structure,Phone,FALSE,Login Question,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,7,1,Stand-up Desks | Login Question,3705,10,1085,10
4/6/2021,Closed,David So,Customizable fresh-thinking algorithm,SMS,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,5,1,All-in-One | Login Question,3777,9,1153,8
4/6/2021,Closed,Alan Steiner,Progressive well-modulated website,Phone,FALSE,Login Question,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,7,1,Stand-up Desks | Login Question,3805,10,1240,10
4/6/2021,Closed,Renee Lo,Optional 5th generation definition,Phone,FALSE,Login Question,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,5,1,Stand-up Desks | Login Question,3813,6,1144,10
4/2/2021,Closed,Alicia Thomber,Right-sized uniform open architecture,Phone,FALSE,Login Question,5-Very Satisfied,64,Normal,FALSE,5,90%,120,3.75,20%,8,1,All-in-One | Login Question,3927,11,1017,8
4/2/2021,Closed,Alan Steiner,Synergized non-volatile capability,Phone,FALSE,Login Question,5-Very Satisfied,81,Normal,FALSE,5,90%,120,3.75,20%,7,1,Webcams | Login Question,3949,10,1260,4
3/24/2021,Closed,Alicia Thomber,Versatile tangible infrastructure,SMS,FALSE,Login Question,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,8,1,Stand-up Desks | Login Question,4491,11,1009,10
3/24/2021,Closed,Alicia Thomber,Automated 4th generation conglomeration,Phone,FALSE,Login Question,5-Very Satisfied,64,Normal,FALSE,5,90%,120,3.75,20%,8,1,All-in-One | Login Question,4509,11,1027,8
3/9/2021,Closed,Alan Steiner,Function-based eco-centric website,SMS,FALSE,Login Question,5-Very Satisfied,81,Normal,FALSE,5,90%,120,3.75,20%,7,1,Stand-up Desks | Login Question,5408,10,1236,10
3/3/2021,Closed,Alicia Thomber,User-friendly object-oriented core,Phone,FALSE,Login Question,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,8,1,Stand-up Desks | Login Question,5683,11,1013,10
